DESCRIPTION,VIDEOA,VIDEOB,VIDEOC
put the pencil touching the cup,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_cup/put_the_pencil_touching_the_cup-2017-03-18-083900.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_cup/put_the_pencil_touching_the_cup-2017-03-18-084043.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_cup/put_the_pencil_touching_the_cup-2017-03-18-084051.mp4
put the paper sheet touching the cup,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_cup/put_the_paper_sheet_touching_the_cup-2017-03-18-084100.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_cup/put_the_paper_sheet_touching_the_cup-2017-03-18-084124.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_cup/put_the_paper_sheet_touching_the_cup-2017-03-18-084147.mp4
put the cup touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_plate/put_the_cup_touching_the_plate-2017-03-18-084154.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_plate/put_the_cup_touching_the_plate-2017-03-18-084207.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_plate/put_the_cup_touching_the_plate-2017-03-18-084230.mp4
put the disc touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_plate/put_the_disc_touching_the_plate-2017-03-18-084253.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_plate/put_the_disc_touching_the_plate-2017-03-18-084259.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_plate/put_the_disc_touching_the_plate-2017-03-18-084312.mp4
put the book touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_plate/put_the_book_touching_the_plate-2017-03-18-084320.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_plate/put_the_book_touching_the_plate-2017-03-18-084326.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_plate/put_the_book_touching_the_plate-2017-03-18-084337.mp4
put the blackboard touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_plate/put_the_blackboard_touching_the_plate-2017-03-18-084400.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_plate/put_the_blackboard_touching_the_plate-2017-03-18-084414.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_plate/put_the_blackboard_touching_the_plate-2017-03-18-084425.mp4
put the bottle touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_plate/put_the_bottle_touching_the_plate-2017-03-18-084448.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_plate/put_the_bottle_touching_the_plate-2017-03-18-084511.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_plate/put_the_bottle_touching_the_plate-2017-03-18-084535.mp4
put the grape touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_plate/put_the_grape_touching_the_plate-2017-03-18-084558.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_plate/put_the_grape_touching_the_plate-2017-03-18-084606.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_plate/put_the_grape_touching_the_plate-2017-03-18-084621.mp4
put the apple touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_plate/put_the_apple_touching_the_plate-2017-03-18-084628.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_plate/put_the_apple_touching_the_plate-2017-03-18-084652.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_plate/put_the_apple_touching_the_plate-2017-03-18-084715.mp4
put the banana touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_plate/put_the_banana_touching_the_plate-2017-03-18-084738.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_plate/put_the_banana_touching_the_plate-2017-03-18-084748.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_plate/put_the_banana_touching_the_plate-2017-03-18-084756.mp4
put the bowl touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_plate/put_the_bowl_touching_the_plate-2017-03-18-084804.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_plate/put_the_bowl_touching_the_plate-2017-03-18-084827.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_plate/put_the_bowl_touching_the_plate-2017-03-18-084841.mp4
put the knife touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_plate/put_the_knife_touching_the_plate-2017-03-18-084850.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_plate/put_the_knife_touching_the_plate-2017-03-18-084900.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_plate/put_the_knife_touching_the_plate-2017-03-18-084907.mp4
put the pencil touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_plate/put_the_pencil_touching_the_plate-2017-03-18-085525.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_plate/put_the_pencil_touching_the_plate-2017-03-18-085533.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_plate/put_the_pencil_touching_the_plate-2017-03-18-085540.mp4
put the paper sheet touching the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_plate/put_the_paper_sheet_touching_the_plate-2017-03-18-085600.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_plate/put_the_paper_sheet_touching_the_plate-2017-03-18-085608.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_plate/put_the_paper_sheet_touching_the_plate-2017-03-18-085615.mp4
put the plate touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_disc/put_the_plate_touching_the_disc-2017-03-18-085623.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_disc/put_the_plate_touching_the_disc-2017-03-18-085647.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_disc/put_the_plate_touching_the_disc-2017-03-18-085710.mp4
put the cup touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_disc/put_the_cup_touching_the_disc-2017-03-18-085734.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_disc/put_the_cup_touching_the_disc-2017-03-18-085757.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_disc/put_the_cup_touching_the_disc-2017-03-18-085821.mp4
put the book touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_disc/put_the_book_touching_the_disc-2017-03-18-085844.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_disc/put_the_book_touching_the_disc-2017-03-18-085907.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_disc/put_the_book_touching_the_disc-2017-03-18-085931.mp4
put the blackboard touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_disc/put_the_blackboard_touching_the_disc-2017-03-18-085954.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_disc/put_the_blackboard_touching_the_disc-2017-03-18-090018.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_disc/put_the_blackboard_touching_the_disc-2017-03-18-090041.mp4
put the bottle touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_disc/put_the_bottle_touching_the_disc-2017-03-18-090104.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_disc/put_the_bottle_touching_the_disc-2017-03-18-090128.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_disc/put_the_bottle_touching_the_disc-2017-03-18-090151.mp4
put the grape touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_disc/put_the_grape_touching_the_disc-2017-03-18-090214.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_disc/put_the_grape_touching_the_disc-2017-03-18-090238.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_disc/put_the_grape_touching_the_disc-2017-03-18-090325.mp4
put the apple touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_disc/put_the_apple_touching_the_disc-2017-03-18-090349.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_disc/put_the_apple_touching_the_disc-2017-03-18-090413.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_disc/put_the_apple_touching_the_disc-2017-03-18-090419.mp4
put the banana touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_disc/put_the_banana_touching_the_disc-2017-03-18-090442.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_disc/put_the_banana_touching_the_disc-2017-03-18-090506.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_disc/put_the_banana_touching_the_disc-2017-03-18-090515.mp4
put the bowl touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_disc/put_the_bowl_touching_the_disc-2017-03-18-090538.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_disc/put_the_bowl_touching_the_disc-2017-03-18-090545.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_disc/put_the_bowl_touching_the_disc-2017-03-18-090608.mp4
put the knife touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_disc/put_the_knife_touching_the_disc-2017-03-18-090629.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_disc/put_the_knife_touching_the_disc-2017-03-18-090635.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_disc/put_the_knife_touching_the_disc-2017-03-18-090648.mp4
put the pencil touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_disc/put_the_pencil_touching_the_disc-2017-03-18-091101.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_disc/put_the_pencil_touching_the_disc-2017-03-18-091110.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_disc/put_the_pencil_touching_the_disc-2017-03-18-091125.mp4
put the paper sheet touching the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_disc/put_the_paper_sheet_touching_the_disc-2017-03-18-091133.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_disc/put_the_paper_sheet_touching_the_disc-2017-03-18-091143.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_disc/put_the_paper_sheet_touching_the_disc-2017-03-18-091206.mp4
put the plate touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_book/put_the_plate_touching_the_book-2017-03-18-091217.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_book/put_the_plate_touching_the_book-2017-03-18-091229.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_book/put_the_plate_touching_the_book-2017-03-18-091253.mp4
put the cup touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_book/put_the_cup_touching_the_book-2017-03-18-091300.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_book/put_the_cup_touching_the_book-2017-03-18-091323.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_book/put_the_cup_touching_the_book-2017-03-18-091346.mp4
put the disc touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_book/put_the_disc_touching_the_book-2017-03-18-091410.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_book/put_the_disc_touching_the_book-2017-03-18-091417.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_book/put_the_disc_touching_the_book-2017-03-18-091428.mp4
put the blackboard touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_book/put_the_blackboard_touching_the_book-2017-03-18-091435.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_book/put_the_blackboard_touching_the_book-2017-03-18-091450.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_book/put_the_blackboard_touching_the_book-2017-03-18-091502.mp4
put the bottle touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_book/put_the_bottle_touching_the_book-2017-03-18-091536.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_book/put_the_bottle_touching_the_book-2017-03-18-091600.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_book/put_the_bottle_touching_the_book-2017-03-18-091624.mp4
put the grape touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_book/put_the_grape_touching_the_book-2017-03-18-091648.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_book/put_the_grape_touching_the_book-2017-03-18-091701.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_book/put_the_grape_touching_the_book-2017-03-18-091711.mp4
put the apple touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_book/put_the_apple_touching_the_book-2017-03-18-091731.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_book/put_the_apple_touching_the_book-2017-03-18-091754.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_book/put_the_apple_touching_the_book-2017-03-18-091805.mp4
put the banana touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_book/put_the_banana_touching_the_book-2017-03-18-091830.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_book/put_the_banana_touching_the_book-2017-03-18-091853.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_book/put_the_banana_touching_the_book-2017-03-18-091901.mp4
put the bowl touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_book/put_the_bowl_touching_the_book-2017-03-18-091908.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_book/put_the_bowl_touching_the_book-2017-03-18-091935.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_book/put_the_bowl_touching_the_book-2017-03-18-091959.mp4
put the knife touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_book/put_the_knife_touching_the_book-2017-03-18-092006.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_book/put_the_knife_touching_the_book-2017-03-18-092117.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_book/put_the_knife_touching_the_book-2017-03-18-092134.mp4
put the pencil touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_book/put_the_pencil_touching_the_book-2017-03-18-092707.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_book/put_the_pencil_touching_the_book-2017-03-18-092715.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_book/put_the_pencil_touching_the_book-2017-03-18-092738.mp4
put the paper sheet touching the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_book/put_the_paper_sheet_touching_the_book-2017-03-18-092802.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_book/put_the_paper_sheet_touching_the_book-2017-03-18-092808.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_book/put_the_paper_sheet_touching_the_book-2017-03-18-092815.mp4
put the plate touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_blackboard/put_the_plate_touching_the_blackboard-2017-03-18-092821.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_blackboard/put_the_plate_touching_the_blackboard-2017-03-18-092839.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_blackboard/put_the_plate_touching_the_blackboard-2017-03-18-092845.mp4
put the cup touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_blackboard/put_the_cup_touching_the_blackboard-2017-03-18-092856.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_blackboard/put_the_cup_touching_the_blackboard-2017-03-18-092911.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_blackboard/put_the_cup_touching_the_blackboard-2017-03-18-093152.mp4
put the disc touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_blackboard/put_the_disc_touching_the_blackboard-2017-03-18-093202.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_blackboard/put_the_disc_touching_the_blackboard-2017-03-18-093225.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_blackboard/put_the_disc_touching_the_blackboard-2017-03-18-093238.mp4
put the book touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_blackboard/put_the_book_touching_the_blackboard-2017-03-18-093250.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_blackboard/put_the_book_touching_the_blackboard-2017-03-18-093300.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_blackboard/put_the_book_touching_the_blackboard-2017-03-18-093315.mp4
put the bottle touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_blackboard/put_the_bottle_touching_the_blackboard-2017-03-18-093323.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_blackboard/put_the_bottle_touching_the_blackboard-2017-03-18-093333.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bottle_touching_the_blackboard/put_the_bottle_touching_the_blackboard-2017-03-18-093357.mp4
put the grape touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_blackboard/put_the_grape_touching_the_blackboard-2017-03-18-093404.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_blackboard/put_the_grape_touching_the_blackboard-2017-03-18-093416.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_blackboard/put_the_grape_touching_the_blackboard-2017-03-18-093426.mp4
put the apple touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_blackboard/put_the_apple_touching_the_blackboard-2017-03-18-093442.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_blackboard/put_the_apple_touching_the_blackboard-2017-03-18-093449.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_blackboard/put_the_apple_touching_the_blackboard-2017-03-18-093509.mp4
put the banana touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_blackboard/put_the_banana_touching_the_blackboard-2017-03-18-093517.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_blackboard/put_the_banana_touching_the_blackboard-2017-03-18-093525.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_blackboard/put_the_banana_touching_the_blackboard-2017-03-18-093541.mp4
put the bowl touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_blackboard/put_the_bowl_touching_the_blackboard-2017-03-18-093605.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_blackboard/put_the_bowl_touching_the_blackboard-2017-03-18-093634.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_blackboard/put_the_bowl_touching_the_blackboard-2017-03-18-093644.mp4
put the knife touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_blackboard/put_the_knife_touching_the_blackboard-2017-03-18-093659.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_blackboard/put_the_knife_touching_the_blackboard-2017-03-18-093723.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_blackboard/put_the_knife_touching_the_blackboard-2017-03-18-093739.mp4
put the pencil touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_blackboard/put_the_pencil_touching_the_blackboard-2017-03-18-100218.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_blackboard/put_the_pencil_touching_the_blackboard-2017-03-18-100310.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_blackboard/put_the_pencil_touching_the_blackboard-2017-03-18-100319.mp4
put the paper sheet touching the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_blackboard/put_the_paper_sheet_touching_the_blackboard-2017-03-18-100331.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_blackboard/put_the_paper_sheet_touching_the_blackboard-2017-03-18-100342.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_blackboard/put_the_paper_sheet_touching_the_blackboard-2017-03-18-100349.mp4
put the plate touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_bottle/put_the_plate_touching_the_bottle-2017-03-18-100357.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_bottle/put_the_plate_touching_the_bottle-2017-03-18-100408.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_bottle/put_the_plate_touching_the_bottle-2017-03-18-100416.mp4
put the cup touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_bottle/put_the_cup_touching_the_bottle-2017-03-18-100424.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_bottle/put_the_cup_touching_the_bottle-2017-03-18-100440.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_bottle/put_the_cup_touching_the_bottle-2017-03-18-100449.mp4
put the disc touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_bottle/put_the_disc_touching_the_bottle-2017-03-18-100458.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_bottle/put_the_disc_touching_the_bottle-2017-03-18-100506.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_disc_touching_the_bottle/put_the_disc_touching_the_bottle-2017-03-18-100517.mp4
put the book touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_bottle/put_the_book_touching_the_bottle-2017-03-18-100524.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_bottle/put_the_book_touching_the_bottle-2017-03-18-100534.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_book_touching_the_bottle/put_the_book_touching_the_bottle-2017-03-18-100543.mp4
put the blackboard touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_bottle/put_the_blackboard_touching_the_bottle-2017-03-18-100551.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_bottle/put_the_blackboard_touching_the_bottle-2017-03-18-100605.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_blackboard_touching_the_bottle/put_the_blackboard_touching_the_bottle-2017-03-18-100630.mp4
put the grape touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_bottle/put_the_grape_touching_the_bottle-2017-03-18-100701.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_bottle/put_the_grape_touching_the_bottle-2017-03-18-100710.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_grape_touching_the_bottle/put_the_grape_touching_the_bottle-2017-03-18-100721.mp4
put the apple touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_bottle/put_the_apple_touching_the_bottle-2017-03-18-100729.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_bottle/put_the_apple_touching_the_bottle-2017-03-18-100737.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_touching_the_bottle/put_the_apple_touching_the_bottle-2017-03-18-100746.mp4
put the banana touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_bottle/put_the_banana_touching_the_bottle-2017-03-18-100753.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_bottle/put_the_banana_touching_the_bottle-2017-03-18-100801.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_touching_the_bottle/put_the_banana_touching_the_bottle-2017-03-18-100809.mp4
put the bowl touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_bottle/put_the_bowl_touching_the_bottle-2017-03-18-100818.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_bottle/put_the_bowl_touching_the_bottle-2017-03-18-100825.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_touching_the_bottle/put_the_bowl_touching_the_bottle-2017-03-18-100834.mp4
put the knife touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_bottle/put_the_knife_touching_the_bottle-2017-03-18-100841.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_bottle/put_the_knife_touching_the_bottle-2017-03-18-100852.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_touching_the_bottle/put_the_knife_touching_the_bottle-2017-03-18-100903.mp4
put the pencil touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_bottle/put_the_pencil_touching_the_bottle-2017-03-18-101200.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_bottle/put_the_pencil_touching_the_bottle-2017-03-18-101208.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_touching_the_bottle/put_the_pencil_touching_the_bottle-2017-03-18-101359.mp4
put the paper sheet touching the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_bottle/put_the_paper_sheet_touching_the_bottle-2017-03-18-101408.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_bottle/put_the_paper_sheet_touching_the_bottle-2017-03-18-101416.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_touching_the_bottle/put_the_paper_sheet_touching_the_bottle-2017-03-18-101424.mp4
put the plate touching the grape,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_grape/put_the_plate_touching_the_grape-2017-03-18-101431.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_grape/put_the_plate_touching_the_grape-2017-03-18-101438.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_plate_touching_the_grape/put_the_plate_touching_the_grape-2017-03-18-101501.mp4
put the cup touching the grape,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_grape/put_the_cup_touching_the_grape-2017-03-18-101525.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_grape/put_the_cup_touching_the_grape-2017-03-18-101548.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_cup_touching_the_grape/put_the_cup_touching_the_grape-2017-03-18-101611.mp4
