DESCRIPTION,VIDEOA,VIDEOB,VIDEOC
put the apple on the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_plate/put_the_apple_on_the_plate-2017-03-18-215216.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_plate/put_the_apple_on_the_plate-2017-03-18-215223.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_plate/put_the_apple_on_the_plate-2017-03-18-215229.mp4
put the apple on the cup,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_cup/put_the_apple_on_the_cup-2017-03-18-215236.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_cup/put_the_apple_on_the_cup-2017-03-18-215248.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_cup/put_the_apple_on_the_cup-2017-03-18-215302.mp4
put the apple on the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_disc/put_the_apple_on_the_disc-2017-03-18-215315.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_disc/put_the_apple_on_the_disc-2017-03-18-215322.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_disc/put_the_apple_on_the_disc-2017-03-18-215328.mp4
put the apple on the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_book/put_the_apple_on_the_book-2017-03-18-215335.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_book/put_the_apple_on_the_book-2017-03-18-215418.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_book/put_the_apple_on_the_book-2017-03-18-215458.mp4
put the apple on the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_blackboard/put_the_apple_on_the_blackboard-2017-03-18-215513.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_blackboard/put_the_apple_on_the_blackboard-2017-03-18-215520.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_blackboard/put_the_apple_on_the_blackboard-2017-03-18-215529.mp4
put the apple on the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_bottle/put_the_apple_on_the_bottle-2017-03-18-215545.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_bottle/put_the_apple_on_the_bottle-2017-03-18-215553.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_bottle/put_the_apple_on_the_bottle-2017-03-18-215601.mp4
put the apple on the grape,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_grape/put_the_apple_on_the_grape-2017-03-18-215609.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_grape/put_the_apple_on_the_grape-2017-03-18-215618.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_grape/put_the_apple_on_the_grape-2017-03-18-215626.mp4
put the apple on the banana,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_banana/put_the_apple_on_the_banana-2017-03-18-215634.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_banana/put_the_apple_on_the_banana-2017-03-18-215643.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_banana/put_the_apple_on_the_banana-2017-03-18-215651.mp4
put the apple on the bowl,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_bowl/put_the_apple_on_the_bowl-2017-03-18-215700.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_bowl/put_the_apple_on_the_bowl-2017-03-18-215708.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_bowl/put_the_apple_on_the_bowl-2017-03-18-215716.mp4
put the apple on the knife,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_knife/put_the_apple_on_the_knife-2017-03-18-215725.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_knife/put_the_apple_on_the_knife-2017-03-18-215734.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_knife/put_the_apple_on_the_knife-2017-03-18-215743.mp4
put the apple on the pencil,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_pencil/put_the_apple_on_the_pencil-2017-03-18-215752.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_pencil/put_the_apple_on_the_pencil-2017-03-18-215801.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_pencil/put_the_apple_on_the_pencil-2017-03-18-215810.mp4
put the apple on the paper sheet,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_paper_sheet/put_the_apple_on_the_paper_sheet-2017-03-18-215820.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_paper_sheet/put_the_apple_on_the_paper_sheet-2017-03-18-215828.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_apple_on_the_paper_sheet/put_the_apple_on_the_paper_sheet-2017-03-18-215837.mp4
put the banana on the block,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_block/put_the_banana_on_the_block-2017-03-18-215845.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_block/put_the_banana_on_the_block-2017-03-18-215855.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_block/put_the_banana_on_the_block-2017-03-18-215906.mp4
put the banana on the ball,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_ball/put_the_banana_on_the_ball-2017-03-18-215916.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_ball/put_the_banana_on_the_ball-2017-03-18-215924.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_ball/put_the_banana_on_the_ball-2017-03-18-215937.mp4
put the banana on the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_plate/put_the_banana_on_the_plate-2017-03-18-215950.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_plate/put_the_banana_on_the_plate-2017-03-18-220008.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_plate/put_the_banana_on_the_plate-2017-03-18-220019.mp4
put the banana on the cup,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_cup/put_the_banana_on_the_cup-2017-03-18-220030.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_cup/put_the_banana_on_the_cup-2017-03-18-220046.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_cup/put_the_banana_on_the_cup-2017-03-18-220056.mp4
put the banana on the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_disc/put_the_banana_on_the_disc-2017-03-18-220108.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_disc/put_the_banana_on_the_disc-2017-03-18-220120.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_disc/put_the_banana_on_the_disc-2017-03-18-220133.mp4
put the banana on the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_book/put_the_banana_on_the_book-2017-03-18-220145.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_book/put_the_banana_on_the_book-2017-03-18-221236.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_book/put_the_banana_on_the_book-2017-03-18-221251.mp4
put the banana on the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_bottle/put_the_banana_on_the_bottle-2017-03-18-221259.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_bottle/put_the_banana_on_the_bottle-2017-03-18-221316.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_bottle/put_the_banana_on_the_bottle-2017-03-18-221323.mp4
put the banana on the grape,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_grape/put_the_banana_on_the_grape-2017-03-18-221330.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_grape/put_the_banana_on_the_grape-2017-03-18-221340.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_grape/put_the_banana_on_the_grape-2017-03-18-221347.mp4
put the banana on the apple,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_apple/put_the_banana_on_the_apple-2017-03-18-221353.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_apple/put_the_banana_on_the_apple-2017-03-18-221401.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_apple/put_the_banana_on_the_apple-2017-03-18-221409.mp4
put the banana on the bowl,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_bowl/put_the_banana_on_the_bowl-2017-03-18-221422.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_bowl/put_the_banana_on_the_bowl-2017-03-18-221434.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_bowl/put_the_banana_on_the_bowl-2017-03-18-221446.mp4
put the banana on the knife,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_knife/put_the_banana_on_the_knife-2017-03-18-221458.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_knife/put_the_banana_on_the_knife-2017-03-18-221505.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_knife/put_the_banana_on_the_knife-2017-03-18-221513.mp4
put the banana on the pencil,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_pencil/put_the_banana_on_the_pencil-2017-03-18-221520.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_pencil/put_the_banana_on_the_pencil-2017-03-18-221527.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_pencil/put_the_banana_on_the_pencil-2017-03-18-221533.mp4
put the banana on the paper sheet,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_paper_sheet/put_the_banana_on_the_paper_sheet-2017-03-18-221540.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_paper_sheet/put_the_banana_on_the_paper_sheet-2017-03-18-221547.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_banana_on_the_paper_sheet/put_the_banana_on_the_paper_sheet-2017-03-18-221553.mp4
put the bowl on the block,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_block/put_the_bowl_on_the_block-2017-03-18-221601.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_block/put_the_bowl_on_the_block-2017-03-18-221609.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_block/put_the_bowl_on_the_block-2017-03-18-221617.mp4
put the bowl on the ball,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_ball/put_the_bowl_on_the_ball-2017-03-18-221628.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_ball/put_the_bowl_on_the_ball-2017-03-18-221636.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_ball/put_the_bowl_on_the_ball-2017-03-18-221646.mp4
put the bowl on the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_plate/put_the_bowl_on_the_plate-2017-03-18-221710.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_plate/put_the_bowl_on_the_plate-2017-03-18-221718.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_plate/put_the_bowl_on_the_plate-2017-03-18-221725.mp4
put the bowl on the cup,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_cup/put_the_bowl_on_the_cup-2017-03-18-221734.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_cup/put_the_bowl_on_the_cup-2017-03-18-221746.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_cup/put_the_bowl_on_the_cup-2017-03-18-221756.mp4
put the bowl on the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_disc/put_the_bowl_on_the_disc-2017-03-18-221803.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_disc/put_the_bowl_on_the_disc-2017-03-18-221810.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_disc/put_the_bowl_on_the_disc-2017-03-18-221816.mp4
put the bowl on the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_book/put_the_bowl_on_the_book-2017-03-18-221823.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_book/put_the_bowl_on_the_book-2017-03-18-221839.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_book/put_the_bowl_on_the_book-2017-03-18-221848.mp4
put the bowl on the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_bottle/put_the_bowl_on_the_bottle-2017-03-18-221900.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_bottle/put_the_bowl_on_the_bottle-2017-03-18-221911.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_bottle/put_the_bowl_on_the_bottle-2017-03-18-221930.mp4
put the bowl on the grape,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_grape/put_the_bowl_on_the_grape-2017-03-18-221939.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_grape/put_the_bowl_on_the_grape-2017-03-18-221946.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_grape/put_the_bowl_on_the_grape-2017-03-18-221952.mp4
put the bowl on the apple,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_apple/put_the_bowl_on_the_apple-2017-03-18-221959.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_apple/put_the_bowl_on_the_apple-2017-03-18-222008.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_apple/put_the_bowl_on_the_apple-2017-03-18-222721.mp4
put the bowl on the banana,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_banana/put_the_bowl_on_the_banana-2017-03-18-222729.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_banana/put_the_bowl_on_the_banana-2017-03-18-222747.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_banana/put_the_bowl_on_the_banana-2017-03-18-222754.mp4
put the bowl on the knife,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_knife/put_the_bowl_on_the_knife-2017-03-18-222801.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_knife/put_the_bowl_on_the_knife-2017-03-18-222808.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_knife/put_the_bowl_on_the_knife-2017-03-18-222815.mp4
put the bowl on the pencil,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_pencil/put_the_bowl_on_the_pencil-2017-03-18-222821.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_pencil/put_the_bowl_on_the_pencil-2017-03-18-222828.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_pencil/put_the_bowl_on_the_pencil-2017-03-18-222838.mp4
put the bowl on the paper sheet,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_paper_sheet/put_the_bowl_on_the_paper_sheet-2017-03-18-222845.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_paper_sheet/put_the_bowl_on_the_paper_sheet-2017-03-18-222852.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_bowl_on_the_paper_sheet/put_the_bowl_on_the_paper_sheet-2017-03-18-222858.mp4
put the knife on the block,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_block/put_the_knife_on_the_block-2017-03-18-222905.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_block/put_the_knife_on_the_block-2017-03-18-222929.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_block/put_the_knife_on_the_block-2017-03-18-222938.mp4
put the knife on the ball,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_ball/put_the_knife_on_the_ball-2017-03-18-222946.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_ball/put_the_knife_on_the_ball-2017-03-18-222956.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_ball/put_the_knife_on_the_ball-2017-03-18-223005.mp4
put the knife on the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_plate/put_the_knife_on_the_plate-2017-03-18-223017.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_plate/put_the_knife_on_the_plate-2017-03-18-223024.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_plate/put_the_knife_on_the_plate-2017-03-18-223031.mp4
put the knife on the cup,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_cup/put_the_knife_on_the_cup-2017-03-18-223038.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_cup/put_the_knife_on_the_cup-2017-03-18-223044.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_cup/put_the_knife_on_the_cup-2017-03-18-223050.mp4
put the knife on the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_disc/put_the_knife_on_the_disc-2017-03-18-223057.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_disc/put_the_knife_on_the_disc-2017-03-18-223103.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_disc/put_the_knife_on_the_disc-2017-03-18-223110.mp4
put the knife on the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_book/put_the_knife_on_the_book-2017-03-18-224025.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_book/put_the_knife_on_the_book-2017-03-18-224033.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_book/put_the_knife_on_the_book-2017-03-18-224042.mp4
put the knife on the blackboard,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_blackboard/put_the_knife_on_the_blackboard-2017-03-18-224050.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_blackboard/put_the_knife_on_the_blackboard-2017-03-18-224100.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_blackboard/put_the_knife_on_the_blackboard-2017-03-18-224106.mp4
put the knife on the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_bottle/put_the_knife_on_the_bottle-2017-03-18-224114.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_bottle/put_the_knife_on_the_bottle-2017-03-18-224123.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_bottle/put_the_knife_on_the_bottle-2017-03-18-224130.mp4
put the knife on the grape,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_grape/put_the_knife_on_the_grape-2017-03-18-224139.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_grape/put_the_knife_on_the_grape-2017-03-18-224146.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_grape/put_the_knife_on_the_grape-2017-03-18-224159.mp4
put the knife on the apple,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_apple/put_the_knife_on_the_apple-2017-03-18-224207.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_apple/put_the_knife_on_the_apple-2017-03-18-224217.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_apple/put_the_knife_on_the_apple-2017-03-18-224226.mp4
put the knife on the banana,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_banana/put_the_knife_on_the_banana-2017-03-18-224242.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_banana/put_the_knife_on_the_banana-2017-03-18-224250.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_banana/put_the_knife_on_the_banana-2017-03-18-224257.mp4
put the knife on the bowl,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_bowl/put_the_knife_on_the_bowl-2017-03-18-224304.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_bowl/put_the_knife_on_the_bowl-2017-03-18-224312.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_bowl/put_the_knife_on_the_bowl-2017-03-18-224322.mp4
put the knife on the pencil,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_pencil/put_the_knife_on_the_pencil-2017-03-18-224332.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_pencil/put_the_knife_on_the_pencil-2017-03-18-224341.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_pencil/put_the_knife_on_the_pencil-2017-03-18-224347.mp4
put the knife on the paper sheet,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_paper_sheet/put_the_knife_on_the_paper_sheet-2017-03-18-224356.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_paper_sheet/put_the_knife_on_the_paper_sheet-2017-03-18-224404.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_knife_on_the_paper_sheet/put_the_knife_on_the_paper_sheet-2017-03-18-224412.mp4
put the pencil on the block,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_block/put_the_pencil_on_the_block-2017-03-18-224421.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_block/put_the_pencil_on_the_block-2017-03-18-224428.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_block/put_the_pencil_on_the_block-2017-03-18-224445.mp4
put the pencil on the ball,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_ball/put_the_pencil_on_the_ball-2017-03-18-224509.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_ball/put_the_pencil_on_the_ball-2017-03-18-224519.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_ball/put_the_pencil_on_the_ball-2017-03-18-225916.mp4
put the pencil on the plate,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_plate/put_the_pencil_on_the_plate-2017-03-18-225925.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_plate/put_the_pencil_on_the_plate-2017-03-18-225932.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_plate/put_the_pencil_on_the_plate-2017-03-18-225942.mp4
put the pencil on the cup,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_cup/put_the_pencil_on_the_cup-2017-03-18-225949.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_cup/put_the_pencil_on_the_cup-2017-03-18-230002.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_cup/put_the_pencil_on_the_cup-2017-03-18-230016.mp4
put the pencil on the disc,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_disc/put_the_pencil_on_the_disc-2017-03-18-230027.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_disc/put_the_pencil_on_the_disc-2017-03-18-230033.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_disc/put_the_pencil_on_the_disc-2017-03-18-230040.mp4
put the pencil on the book,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_book/put_the_pencil_on_the_book-2017-03-18-230046.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_book/put_the_pencil_on_the_book-2017-03-18-230053.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_book/put_the_pencil_on_the_book-2017-03-18-230102.mp4
put the pencil on the bottle,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_bottle/put_the_pencil_on_the_bottle-2017-03-18-230109.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_bottle/put_the_pencil_on_the_bottle-2017-03-18-230117.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_bottle/put_the_pencil_on_the_bottle-2017-03-18-230124.mp4
put the pencil on the grape,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_grape/put_the_pencil_on_the_grape-2017-03-18-230131.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_grape/put_the_pencil_on_the_grape-2017-03-18-230138.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_grape/put_the_pencil_on_the_grape-2017-03-18-230145.mp4
put the pencil on the apple,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_apple/put_the_pencil_on_the_apple-2017-03-18-230154.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_apple/put_the_pencil_on_the_apple-2017-03-18-230300.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_apple/put_the_pencil_on_the_apple-2017-03-18-230324.mp4
put the pencil on the banana,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_banana/put_the_pencil_on_the_banana-2017-03-18-230347.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_banana/put_the_pencil_on_the_banana-2017-03-18-230356.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_banana/put_the_pencil_on_the_banana-2017-03-18-230404.mp4
put the pencil on the bowl,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_bowl/put_the_pencil_on_the_bowl-2017-03-18-230410.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_bowl/put_the_pencil_on_the_bowl-2017-03-18-230422.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_bowl/put_the_pencil_on_the_bowl-2017-03-18-230432.mp4
put the pencil on the knife,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_knife/put_the_pencil_on_the_knife-2017-03-18-230444.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_knife/put_the_pencil_on_the_knife-2017-03-18-230451.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_knife/put_the_pencil_on_the_knife-2017-03-18-230535.mp4
put the pencil on the paper sheet,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_paper_sheet/put_the_pencil_on_the_paper_sheet-2017-03-18-230543.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_paper_sheet/put_the_pencil_on_the_paper_sheet-2017-03-18-230550.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_pencil_on_the_paper_sheet/put_the_pencil_on_the_paper_sheet-2017-03-18-230601.mp4
put the paper sheet on the block,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_block/put_the_paper_sheet_on_the_block-2017-03-18-230607.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_block/put_the_paper_sheet_on_the_block-2017-03-18-230616.mp4,https://s3.amazonaws.com/voxsim-videos/video/put_the_paper_sheet_on_the_block/put_the_paper_sheet_on_the_block-2017-03-18-230623.mp4
